series,id,name,page
02107,PNOA-MDT25-ETRS89-HU29-0189-LID.asc,9072737,2
02107,PNOA-MDT25-ETRS89-HU29-0190-LID.asc,9072738,2
02107,PNOA-MDT25-ETRS89-HU29-0191-LID.asc,9072739,2
02107,PNOA-MDT25-ETRS89-HU29-0192-LID.asc,9072740,2
02107,PNOA-MDT25-ETRS89-HU29-0193-LID.asc,9072741,2
02107,PNOA-MDT25-ETRS89-HU29-0222-LID.asc,9072742,2
02107,PNOA-MDT25-ETRS89-HU29-0223-LID.asc,9072743,2
02107,PNOA-MDT25-ETRS89-HU29-0224-LID.asc,9072744,2
02107,PNOA-MDT25-ETRS89-HU29-0225-LID.asc,9072745,2
02107,PNOA-MDT25-ETRS89-HU29-0226-LID.asc,9072746,2
02107,PNOA-MDT25-ETRS89-HU29-0227-LID.asc,9072747,2
02107,PNOA-MDT25-ETRS89-HU29-0228-LID.asc,9072748,2
02107,PNOA-MDT25-ETRS89-HU29-0229-LID.asc,9072749,2
02107,PNOA-MDT25-ETRS89-HU29-0230-LID.asc,9072750,2
02107,PNOA-MDT25-ETRS89-HU29-0231-LID.asc,9072751,2
02107,PNOA-MDT25-ETRS89-HU29-0260-LID.asc,9072752,2
02107,PNOA-MDT25-ETRS89-HU29-0261-LID.asc,9072753,2
02107,PNOA-MDT25-ETRS89-HU29-0262-LID.asc,9072754,2
02107,PNOA-MDT25-ETRS89-HU29-0263-LID.asc,9072755,2
02107,PNOA-MDT25-ETRS89-HU29-0264-LID.asc,9072756,2
02107,PNOA-MDT25-ETRS89-HU29-0265-LID.asc,9072757,2
02107,PNOA-MDT25-ETRS89-HU29-0266-LID.asc,9072758,2
02107,PNOA-MDT25-ETRS89-HU29-0267-LID.asc,9072759,2
02107,PNOA-MDT25-ETRS89-HU29-0268-LID.asc,9072760,3
02107,PNOA-MDT25-ETRS89-HU29-0269-LID.asc,9072761,3
02107,PNOA-MDT25-ETRS89-HU29-0298-LID.asc,9072762,3
02107,PNOA-MDT25-ETRS89-HU29-0299-LID.asc,9072763,3
02107,PNOA-MDT25-ETRS89-HU29-0300B-LID.asc,9072765,3
02107,PNOA-MDT25-ETRS89-HU29-0300-LID.asc,9072764,3
02107,PNOA-MDT25-ETRS89-HU29-0301-LID.asc,9072766,3
02107,PNOA-MDT25-ETRS89-HU29-0302B-LID.asc,9072768,3
02107,PNOA-MDT25-ETRS89-HU29-0302-LID.asc,9072767,3
02107,PNOA-MDT25-ETRS89-HU29-0303B-LID.asc,9072770,3
02107,PNOA-MDT25-ETRS89-HU29-0303-LID.asc,9072769,3
02107,PNOA-MDT25-ETRS89-HU29-0304-LID.asc,9072771,3
02107,PNOA-MDT25-ETRS89-HU29-0305-LID.asc,9072772,3
02107,PNOA-MDT25-ETRS89-HU29-0306-LID.asc,9072773,3
02107,PNOA-MDT25-ETRS89-HU29-0307-LID.asc,9072774,3
02107,PNOA-MDT25-ETRS89-HU29-0336-LID.asc,9072775,3
02107,PNOA-MDT25-ETRS89-HU29-0337-LID.asc,9072776,3
02107,PNOA-MDT25-ETRS89-HU29-0338-LID.asc,9072777,3
02107,PNOA-MDT25-ETRS89-HU29-0339-LID.asc,9072778,3
02107,PNOA-MDT25-ETRS89-HU29-0367-LID.asc,9072779,3
02107,PNOA-MDT25-ETRS89-HU29-0368-LID.asc,9072780,3
02107,PNOA-MDT25-ETRS89-HU29-0395-LID.asc,9072781,3
02107,PNOA-MDT25-ETRS89-HU29-0396-LID.asc,9072782,3
02107,PNOA-MDT25-ETRS89-HU29-0422-LID.asc,9072783,3
02107,PNOA-MDT25-ETRS89-HU29-0423-LID.asc,9072784,3
02107,PNOA-MDT25-ETRS89-HU29-0424-LID.asc,9072785,3
02107,PNOA-MDT25-ETRS89-HU29-0448B-LID.asc,9072786,3
02107,PNOA-MDT25-ETRS89-HU29-0449-LID.asc,9072787,3
02107,PNOA-MDT25-ETRS89-HU29-0450-LID.asc,9072788,3
02107,PNOA-MDT25-ETRS89-HU29-0451-LID.asc,9072789,3
02107,PNOA-MDT25-ETRS89-HU29-0474-LID.asc,9072790,3
02107,PNOA-MDT25-ETRS89-HU29-0475-LID.asc,9072791,3
02107,PNOA-MDT25-ETRS89-HU29-0476-LID.asc,9072792,3
02107,PNOA-MDT25-ETRS89-HU29-0477-LID.asc,9072793,3
02107,PNOA-MDT25-ETRS89-HU29-0500-LID.asc,9072794,3
02107,PNOA-MDT25-ETRS89-HU29-0501-LID.asc,9072795,3
02107,PNOA-MDT25-ETRS89-HU29-0502-LID.asc,9072796,3
02107,PNOA-MDT25-ETRS89-HU29-0525-LID.asc,9072797,3
02107,PNOA-MDT25-ETRS89-HU29-0526-LID.asc,9072798,3
02107,PNOA-MDT25-ETRS89-HU29-0527-LID.asc,9072799,3
02107,PNOA-MDT25-ETRS89-HU29-0550-LID.asc,9072800,3
02107,PNOA-MDT25-ETRS89-HU29-0551-LID.asc,9072801,3
02107,PNOA-MDT25-ETRS89-HU29-0552-LID.asc,9072802,3
02107,PNOA-MDT25-ETRS89-HU29-0572-LID.asc,9072803,3
02107,PNOA-MDT25-ETRS89-HU29-0573-LID.asc,9072804,3
02107,PNOA-MDT25-ETRS89-HU29-0574-LID.asc,9072805,3
02107,PNOA-MDT25-ETRS89-HU29-0575-LID.asc,9072806,3
02107,PNOA-MDT25-ETRS89-HU29-0595-LID.asc,9072807,3
02107,PNOA-MDT25-ETRS89-HU29-0596-LID.asc,9072808,3
02107,PNOA-MDT25-ETRS89-HU29-0597-LID.asc,9072809,3
02107,PNOA-MDT25-ETRS89-HU29-0598-LID.asc,9072810,4
02107,PNOA-MDT25-ETRS89-HU29-0620-LID.asc,9072811,4
02107,PNOA-MDT25-ETRS89-HU29-0621-LID.asc,9072812,4
02107,PNOA-MDT25-ETRS89-HU29-0622-LID.asc,9072813,4
02107,PNOA-MDT25-ETRS89-HU29-0623-LID.asc,9072814,4
02107,PNOA-MDT25-ETRS89-HU29-0648-LID.asc,9072815,4
02107,PNOA-MDT25-ETRS89-HU29-0649-LID.asc,9072816,4
02107,PNOA-MDT25-ETRS89-HU29-0650-LID.asc,9072817,4
02107,PNOA-MDT25-ETRS89-HU29-0651-LID.asc,9072818,4
02107,PNOA-MDT25-ETRS89-HU29-0674-LID.asc,9072819,4
02107,PNOA-MDT25-ETRS89-HU29-0675-LID.asc,9072820,4
02107,PNOA-MDT25-ETRS89-HU29-0676-LID.asc,9072821,4
02107,PNOA-MDT25-ETRS89-HU29-0677-LID.asc,9072822,4
02107,PNOA-MDT25-ETRS89-HU29-0678-LID.asc,9072823,4
02107,PNOA-MDT25-ETRS89-HU29-0679-LID.asc,9072824,4
02107,PNOA-MDT25-ETRS89-HU29-0701-LID.asc,9072825,4
02107,PNOA-MDT25-ETRS89-HU29-0702-LID.asc,9072826,4
02107,PNOA-MDT25-ETRS89-HU29-0703-LID.asc,9072827,4
02107,PNOA-MDT25-ETRS89-HU29-0704-LID.asc,9072828,4
02107,PNOA-MDT25-ETRS89-HU29-0705-LID.asc,9072829,4
02107,PNOA-MDT25-ETRS89-HU29-0726-LID.asc,9072830,4
02107,PNOA-MDT25-ETRS89-HU29-0727-LID.asc,9072831,4
02107,PNOA-MDT25-ETRS89-HU29-0728-LID.asc,9072832,4
02107,PNOA-MDT25-ETRS89-HU29-0729-LID.asc,9072833,4
02107,PNOA-MDT25-ETRS89-HU29-0730-LID.asc,9072834,4
02107,PNOA-MDT25-ETRS89-HU29-0750-LID.asc,9072835,4
02107,PNOA-MDT25-ETRS89-HU29-0751-LID.asc,9072836,4
02107,PNOA-MDT25-ETRS89-HU29-0752-LID.asc,9072837,4
02107,PNOA-MDT25-ETRS89-HU29-0753-LID.asc,9072838,4
02107,PNOA-MDT25-ETRS89-HU29-0775-LID.asc,9072839,4
02107,PNOA-MDT25-ETRS89-HU29-0776-LID.asc,9072840,4
02107,PNOA-MDT25-ETRS89-HU29-0777-LID.asc,9072841,4
02107,PNOA-MDT25-ETRS89-HU29-0778-LID.asc,9072842,4
02107,PNOA-MDT25-ETRS89-HU29-0800-LID.asc,9072843,4
02107,PNOA-MDT25-ETRS89-HU29-0801-LID.asc,9072844,4
02107,PNOA-MDT25-ETRS89-HU29-0802-LID.asc,9072845,4
02107,PNOA-MDT25-ETRS89-HU29-0803-LID.asc,9072846,4
02107,PNOA-MDT25-ETRS89-HU29-0804-LID.asc,9072847,4
02107,PNOA-MDT25-ETRS89-HU29-0826-LID.asc,9072848,4
02107,PNOA-MDT25-ETRS89-HU29-0827-LID.asc,9072849,4
02107,PNOA-MDT25-ETRS89-HU29-0828-LID.asc,9072850,4
02107,PNOA-MDT25-ETRS89-HU29-0829-LID.asc,9072851,4
02107,PNOA-MDT25-ETRS89-HU29-0830-LID.asc,9072852,4
02107,PNOA-MDT25-ETRS89-HU29-0851-LID.asc,9072853,4
02107,PNOA-MDT25-ETRS89-HU29-0852-LID.asc,9072854,4
02107,PNOA-MDT25-ETRS89-HU29-0853-LID.asc,9072855,4
02107,PNOA-MDT25-ETRS89-HU29-0854-LID.asc,9072856,4
02107,PNOA-MDT25-ETRS89-HU29-0855-LID.asc,9072857,4
02107,PNOA-MDT25-ETRS89-HU29-0873-LID.asc,9072858,4
02107,PNOA-MDT25-ETRS89-HU29-0874-LID.asc,9072859,4
02107,PNOA-MDT25-ETRS89-HU29-0875-LID.asc,9072860,5
02107,PNOA-MDT25-ETRS89-HU29-0876-LID.asc,9072861,5
02107,PNOA-MDT25-ETRS89-HU29-0877-LID.asc,9072862,5
02107,PNOA-MDT25-ETRS89-HU29-0895B-LID.asc,9072864,5
02107,PNOA-MDT25-ETRS89-HU29-0895-LID.asc,9072863,5
02107,PNOA-MDT25-ETRS89-HU29-0896-LID.asc,9072865,5
02107,PNOA-MDT25-ETRS89-HU29-0897-LID.asc,9072866,5
02107,PNOA-MDT25-ETRS89-HU29-0898-LID.asc,9072867,5
02107,PNOA-MDT25-ETRS89-HU29-0915-LID.asc,9072868,5
02107,PNOA-MDT25-ETRS89-HU29-0916-LID.asc,9072869,5
02107,PNOA-MDT25-ETRS89-HU29-0917-LID.asc,9072870,5
02107,PNOA-MDT25-ETRS89-HU29-0918-LID.asc,9072871,5
02107,PNOA-MDT25-ETRS89-HU29-0919-LID.asc,9072872,5
02107,PNOA-MDT25-ETRS89-HU29-0936-LID.asc,9072873,5
02107,PNOA-MDT25-ETRS89-HU29-0937-LID.asc,9072874,5
02107,PNOA-MDT25-ETRS89-HU29-0938-LID.asc,9072875,5
02107,PNOA-MDT25-ETRS89-HU29-0939-LID.asc,9072876,5
02107,PNOA-MDT25-ETRS89-HU29-0940-LID.asc,9072877,5
02107,PNOA-MDT25-ETRS89-HU29-0958-LID.asc,9072878,5
02107,PNOA-MDT25-ETRS89-HU29-0959-LID.asc,9072879,5
02107,PNOA-MDT25-ETRS89-HU29-0960-LID.asc,9072880,5
02107,PNOA-MDT25-ETRS89-HU29-0961-LID.asc,9072881,5
02107,PNOA-MDT25-ETRS89-HU29-0962-LID.asc,9072882,5
02107,PNOA-MDT25-ETRS89-HU29-0980-LID.asc,9072883,5
02107,PNOA-MDT25-ETRS89-HU29-0981-LID.asc,9072884,5
02107,PNOA-MDT25-ETRS89-HU29-0982-LID.asc,9072885,5
02107,PNOA-MDT25-ETRS89-HU29-0983-LID.asc,9072886,5
02107,PNOA-MDT25-ETRS89-HU29-0984-LID.asc,9072887,5
02107,PNOA-MDT25-ETRS89-HU29-0998-LID.asc,9072888,5
02107,PNOA-MDT25-ETRS89-HU29-0999-LID.asc,9072889,5
02107,PNOA-MDT25-ETRS89-HU29-1000-LID.asc,9072890,5
02107,PNOA-MDT25-ETRS89-HU29-1001-LID.asc,9072891,5
02107,PNOA-MDT25-ETRS89-HU29-1002-LID.asc,9072892,5
02107,PNOA-MDT25-ETRS89-HU29-1016-LID.asc,9072893,5
02107,PNOA-MDT25-ETRS89-HU29-1017-LID.asc,9072894,5
02107,PNOA-MDT25-ETRS89-HU29-1018-LID.asc,9072895,5
02107,PNOA-MDT25-ETRS89-HU29-1019-LID.asc,9072896,5
02107,PNOA-MDT25-ETRS89-HU29-1032B-LID.asc,9072897,5
02107,PNOA-MDT25-ETRS89-HU29-1033-LID.asc,9072898,5
02107,PNOA-MDT25-ETRS89-HU29-1034-LID.asc,9072899,5
02107,PNOA-MDT25-ETRS89-HU29-1047-LID.asc,9072900,5
02107,PNOA-MDT25-ETRS89-HU29-1048-LID.asc,9072901,5
02107,PNOA-MDT25-ETRS89-HU29-1061-LID.asc,9072902,5
02107,PNOA-MDT25-ETRS89-HU29-1062-LID.asc,9072903,5
02107,PNOA-MDT25-ETRS89-HU29-1068-LID.asc,9072904,5
02107,PNOA-MDT25-ETRS89-HU29-1069-LID.asc,9072905,5
02107,PNOA-MDT25-ETRS89-HU29-1073-LID.asc,9072906,5
02107,PNOA-MDT25-ETRS89-HU29-1076-LID.asc,9072907,5
02107,PNOA-MDT25-ETRS89-HU30-0001-LID.asc,9072908,5
02107,PNOA-MDT25-ETRS89-HU30-0002-LID.asc,9072909,5
02107,PNOA-MDT25-ETRS89-HU30-0003-LID.asc,9072910,6
02107,PNOA-MDT25-ETRS89-HU30-0006-LID.asc,9072911,6
02107,PNOA-MDT25-ETRS89-HU30-0007-LID.asc,9072912,6
02107,PNOA-MDT25-ETRS89-HU30-0008-LID.asc,9072913,6
02107,PNOA-MDT25-ETRS89-HU30-0009-LID.asc,9072914,6
02107,PNOA-MDT25-ETRS89-HU30-0010-LID.asc,9072915,6
02107,PNOA-MDT25-ETRS89-HU30-0011-LID.asc,9072916,6
02107,PNOA-MDT25-ETRS89-HU30-0012-LID.asc,9072917,6
02107,PNOA-MDT25-ETRS89-HU30-0013-LID.asc,9072918,6
02107,PNOA-MDT25-ETRS89-HU30-0014-LID.asc,9072919,6
02107,PNOA-MDT25-ETRS89-HU30-0015-LID.asc,9072920,6
02107,PNOA-MDT25-ETRS89-HU30-0018-LID.asc,9072921,6
02107,PNOA-MDT25-ETRS89-HU30-0020-LID.asc,9072922,6
02107,PNOA-MDT25-ETRS89-HU30-0021-LID.asc,9072923,6
02107,PNOA-MDT25-ETRS89-HU30-0022-LID.asc,9072924,6
02107,PNOA-MDT25-ETRS89-HU30-0023-LID.asc,9072925,6
02107,PNOA-MDT25-ETRS89-HU30-0024-LID.asc,9072926,6
02107,PNOA-MDT25-ETRS89-HU30-0025-LID.asc,9072927,6
02107,PNOA-MDT25-ETRS89-HU30-0026-LID.asc,9072928,6
02107,PNOA-MDT25-ETRS89-HU30-0027-LID.asc,9072929,6
02107,PNOA-MDT25-ETRS89-HU30-0028-LID.asc,9072930,6
02107,PNOA-MDT25-ETRS89-HU30-0029-LID.asc,9072931,6
02107,PNOA-MDT25-ETRS89-HU30-0030-LID.asc,9072932,6
02107,PNOA-MDT25-ETRS89-HU30-0031-LID.asc,9072933,6
02107,PNOA-MDT25-ETRS89-HU30-0032-LID.asc,9072934,6
02107,PNOA-MDT25-ETRS89-HU30-0033-LID.asc,9072935,6
02107,PNOA-MDT25-ETRS89-HU30-0034-LID.asc,9072936,6
02107,PNOA-MDT25-ETRS89-HU30-0035-LID.asc,9072937,6
02107,PNOA-MDT25-ETRS89-HU30-0036-LID.asc,9072938,6
02107,PNOA-MDT25-ETRS89-HU30-0037-LID.asc,9072939,6
02107,PNOA-MDT25-ETRS89-HU30-0038-LID.asc,9072940,6
02107,PNOA-MDT25-ETRS89-HU30-0039-LID.asc,9072941,6
02107,PNOA-MDT25-ETRS89-HU30-0040-LID.asc,9072942,6
02107,PNOA-MDT25-ETRS89-HU30-0041-LID.asc,9072943,6
02107,PNOA-MDT25-ETRS89-HU30-0043-LID.asc,9072944,6
02107,PNOA-MDT25-ETRS89-HU30-0044-LID.asc,9072945,6
02107,PNOA-MDT25-ETRS89-HU30-0045-LID.asc,9072946,6
02107,PNOA-MDT25-ETRS89-HU30-0046-LID.asc,9072947,6
02107,PNOA-MDT25-ETRS89-HU30-0047-LID.asc,9072948,6
02107,PNOA-MDT25-ETRS89-HU30-0048-LID.asc,9072949,6
02107,PNOA-MDT25-ETRS89-HU30-0049-LID.asc,9072950,6
02107,PNOA-MDT25-ETRS89-HU30-0050-LID.asc,9072951,6
02107,PNOA-MDT25-ETRS89-HU30-0051-LID.asc,9072952,6
02107,PNOA-MDT25-ETRS89-HU30-0052-LID.asc,9072953,6
02107,PNOA-MDT25-ETRS89-HU30-0053-LID.asc,9072954,6
02107,PNOA-MDT25-ETRS89-HU30-0054-LID.asc,9072955,6
02107,PNOA-MDT25-ETRS89-HU30-0055-LID.asc,9072956,6
02107,PNOA-MDT25-ETRS89-HU30-0056-LID.asc,9072957,6
02107,PNOA-MDT25-ETRS89-HU30-0057-LID.asc,9072958,6
02107,PNOA-MDT25-ETRS89-HU30-0058-LID.asc,9072959,6
02107,PNOA-MDT25-ETRS89-HU30-0059-LID.asc,9072960,7
02107,PNOA-MDT25-ETRS89-HU30-0060-LID.asc,9072961,7
02107,PNOA-MDT25-ETRS89-HU30-0061-LID.asc,9072962,7
02107,PNOA-MDT25-ETRS89-HU30-0062-LID.asc,9072963,7
02107,PNOA-MDT25-ETRS89-HU30-0063-LID.asc,9072964,7
02107,PNOA-MDT25-ETRS89-HU30-0064-LID.asc,9072965,7
02107,PNOA-MDT25-ETRS89-HU30-0065-LID.asc,9072966,7
02107,PNOA-MDT25-ETRS89-HU30-0066-LID.asc,9072967,7
02107,PNOA-MDT25-ETRS89-HU30-0067-LID.asc,9072968,7
02107,PNOA-MDT25-ETRS89-HU30-0068-LID.asc,9072969,7
02107,PNOA-MDT25-ETRS89-HU30-0069-LID.asc,9072970,7
02107,PNOA-MDT25-ETRS89-HU30-0070-LID.asc,9072971,7
02107,PNOA-MDT25-ETRS89-HU30-0071-LID.asc,9072972,7
02107,PNOA-MDT25-ETRS89-HU30-0072-LID.asc,9072973,7
02107,PNOA-MDT25-ETRS89-HU30-0073-LID.asc,9072974,7
02107,PNOA-MDT25-ETRS89-HU30-0074-LID.asc,9072975,7
02107,PNOA-MDT25-ETRS89-HU30-0075-LID.asc,9072976,7
02107,PNOA-MDT25-ETRS89-HU30-0076-LID.asc,9072977,7
02107,PNOA-MDT25-ETRS89-HU30-0077-LID.asc,9072978,7
02107,PNOA-MDT25-ETRS89-HU30-0078-LID.asc,9072979,7
02107,PNOA-MDT25-ETRS89-HU30-0079-LID.asc,9072980,7
02107,PNOA-MDT25-ETRS89-HU30-0080-LID.asc,9072981,7
02107,PNOA-MDT25-ETRS89-HU30-0081-LID.asc,9072982,7
02107,PNOA-MDT25-ETRS89-HU30-0082-LID.asc,9072983,7
02107,PNOA-MDT25-ETRS89-HU30-0083-LID.asc,9072984,7
02107,PNOA-MDT25-ETRS89-HU30-0084-LID.asc,9072985,7
02107,PNOA-MDT25-ETRS89-HU30-0085-LID.asc,9072986,7
02107,PNOA-MDT25-ETRS89-HU30-0086-LID.asc,9072987,7
02107,PNOA-MDT25-ETRS89-HU30-0087-LID.asc,9072988,7
02107,PNOA-MDT25-ETRS89-HU30-0088-LID.asc,9072989,7
02107,PNOA-MDT25-ETRS89-HU30-0089-LID.asc,9072990,7
02107,PNOA-MDT25-ETRS89-HU30-0090-LID.asc,9072991,7
02107,PNOA-MDT25-ETRS89-HU30-0091B-LID.asc,9072993,7
02107,PNOA-MDT25-ETRS89-HU30-0091-LID.asc,9072992,7
02107,PNOA-MDT25-ETRS89-HU30-0092-LID.asc,9072994,7
02107,PNOA-MDT25-ETRS89-HU30-0093-LID.asc,9072995,7
02107,PNOA-MDT25-ETRS89-HU30-0094-LID.asc,9072996,7
02107,PNOA-MDT25-ETRS89-HU30-0095-LID.asc,9072997,7
02107,PNOA-MDT25-ETRS89-HU30-0096-LID.asc,9072998,7
02107,PNOA-MDT25-ETRS89-HU30-0097-LID.asc,9072999,7
02107,PNOA-MDT25-ETRS89-HU30-0098-LID.asc,9073000,7
02107,PNOA-MDT25-ETRS89-HU30-0099-LID.asc,9073001,7
02107,PNOA-MDT25-ETRS89-HU30-0100-LID.asc,9073002,7
02107,PNOA-MDT25-ETRS89-HU30-0101-LID.asc,9073003,7
02107,PNOA-MDT25-ETRS89-HU30-0102-LID.asc,9073004,7
02107,PNOA-MDT25-ETRS89-HU30-0103-LID.asc,9073005,7
02107,PNOA-MDT25-ETRS89-HU30-0104-LID.asc,9073006,7
02107,PNOA-MDT25-ETRS89-HU30-0105-LID.asc,9073007,7
02107,PNOA-MDT25-ETRS89-HU30-0106-LID.asc,9073008,7
02107,PNOA-MDT25-ETRS89-HU30-0107-LID.asc,9073009,7
02107,PNOA-MDT25-ETRS89-HU30-0108-LID.asc,9073010,8
02107,PNOA-MDT25-ETRS89-HU30-0109-LID.asc,9073011,8
02107,PNOA-MDT25-ETRS89-HU30-0110-LID.asc,9073012,8
02107,PNOA-MDT25-ETRS89-HU30-0111-LID.asc,9073013,8
02107,PNOA-MDT25-ETRS89-HU30-0112-LID.asc,9073014,8
02107,PNOA-MDT25-ETRS89-HU30-0113-LID.asc,9073015,8
02107,PNOA-MDT25-ETRS89-HU30-0114-LID.asc,9073016,8
02107,PNOA-MDT25-ETRS89-HU30-0115-LID.asc,9073017,8
02107,PNOA-MDT25-ETRS89-HU30-0116-LID.asc,9073018,8
02107,PNOA-MDT25-ETRS89-HU30-0117-LID.asc,9073019,8
02107,PNOA-MDT25-ETRS89-HU30-0118B-LID.asc,9073021,8
02107,PNOA-MDT25-ETRS89-HU30-0118-LID.asc,9073020,8
02107,PNOA-MDT25-ETRS89-HU30-0119-LID.asc,9073022,8
02107,PNOA-MDT25-ETRS89-HU30-0120-LID.asc,9073023,8
02107,PNOA-MDT25-ETRS89-HU30-0121-LID.asc,9073024,8
02107,PNOA-MDT25-ETRS89-HU30-0122-LID.asc,9073025,8
02107,PNOA-MDT25-ETRS89-HU30-0123-LID.asc,9073026,8
